epoch,train loss,reg loss,train acc,test loss,test acc
0,2.176091203934107,0.0,tensor(19.9967),1.703699928742868,tensor(37.5700)
1,2.0442235206946346,0.0,tensor(25.1411),1.5705630512566895,tensor(41.0200)
2,1.980048499046228,0.0,tensor(28.1413),1.3427755351181145,tensor(51.5600)
3,1.9441785155198512,0.0,tensor(29.6108),1.3758811860590487,tensor(49.8600)
4,1.9123037478862666,0.0,tensor(30.7186),1.2971979017491575,tensor(54.1100)
5,1.8807849190174004,0.0,tensor(32.0185),1.1548778957969792,tensor(59.4500)
6,1.8486720659793952,0.0,tensor(33.2984),1.115828027238359,tensor(61.1000)
7,1.826165534899785,0.0,tensor(34.1479),1.0520847025695625,tensor(62.3400)
8,1.8066514119123802,0.0,tensor(35.0293),1.0908217906832576,tensor(62.0200)
9,1.7867331043267862,0.0,tensor(35.6013),1.0327768080585353,tensor(63.9000)
10,1.7764779928403023,0.0,tensor(36.1678),1.0301626583298404,tensor(64.0200)
11,1.7620878647535274,0.0,tensor(36.4930),1.037895521184465,tensor(64.0700)
12,1.7498048476683787,0.0,tensor(36.9479),0.9528121902300669,tensor(68.2000)
13,1.7372034189028618,0.0,tensor(37.2969),0.9291907767126629,tensor(68.4600)
14,1.7295685615295018,0.0,tensor(37.5477),0.8790023735126814,tensor(70.5300)
15,1.717126190662384,0.0,tensor(37.9120),0.8391650838775558,tensor(71.5300)
16,1.7119442615753566,0.0,tensor(38.2276),0.9274252428634985,tensor(68.6000)
17,1.7064537950051137,0.0,tensor(38.5493),0.8378410062363914,tensor(73.0700)
18,1.6963210442127326,0.0,tensor(38.9119),0.8678705532838393,tensor(69.6800)
19,1.691992903367067,0.0,tensor(38.8781),0.8035349039224772,tensor(73.7500)
20,1.684042207705669,0.0,tensor(39.1267),0.9057942840668771,tensor(70.3400)
21,1.6753408288344358,0.0,tensor(39.5799),0.8299076932597089,tensor(72.3700)
22,1.671568130224179,0.0,tensor(39.4550),0.8203994382519622,tensor(72.6100)
23,1.665876573477036,0.0,tensor(39.6149),0.8025794405866791,tensor(73.2200)
24,1.6620663755979292,0.0,tensor(40.0715),0.7768574312135383,tensor(74.1400)
25,1.658725057504116,0.0,tensor(40.1213),0.7960304336266236,tensor(73.2100)
26,1.652104592934633,0.0,tensor(40.2073),0.7480749066050227,tensor(74.9900)
27,1.6508048818661616,0.0,tensor(40.0384),0.8090255064022792,tensor(73.3700)
28,1.6458537364617372,0.0,tensor(40.4867),0.821978173739798,tensor(72.6900)
29,1.6439642080893884,0.0,tensor(40.4647),0.8169880572173212,tensor(74.0500)
30,1.640134255702679,0.0,tensor(40.5265),0.7796977437115289,tensor(74.5200)
31,1.6366785440689477,0.0,tensor(40.8086),0.7430549677129503,tensor(75.7100)
32,1.6364692046092106,0.0,tensor(40.7045),0.7819327964439048,tensor(73.9200)
33,1.6316173455654046,0.0,tensor(40.8700),0.7388181507259279,tensor(75.5000)
34,1.6295120065028852,0.0,tensor(40.8965),0.7333711554576924,tensor(76.5400)
35,1.624219729961493,0.0,tensor(41.1383),0.7192396488230866,tensor(75.6200)
36,1.626670200091142,0.0,tensor(41.0923),0.8385799381438199,tensor(71.5400)
37,1.6232221248822334,0.0,tensor(40.9247),0.7393841807310049,tensor(74.9700)
38,1.6222707876792322,0.0,tensor(41.2203),0.6927157724136347,tensor(76.8200)
39,1.6164546584471677,0.0,tensor(41.2739),0.7479833596282535,tensor(75.0600)
40,1.6166255088952872,0.0,tensor(41.1835),0.7367520793989017,tensor(75.4100)
41,1.6103923277977186,0.0,tensor(41.4200),0.7203528540538954,tensor(76.2400)
42,1.608192339921609,0.0,tensor(41.5603),0.6737255965535706,tensor(77.7100)
43,1.611269102952419,0.0,tensor(41.3046),0.7006778536705641,tensor(77.0100)
44,1.6053540611878419,0.0,tensor(41.4884),0.702140978424697,tensor(76.9300)
45,1.5984194116714674,0.0,tensor(41.6835),0.6733104276794333,tensor(77.7500)
46,1.6054348930334434,0.0,tensor(41.4796),0.7066509208462021,tensor(76.6700)
47,1.599134410955967,0.0,tensor(41.8874),0.6985310177664619,tensor(76.9200)
48,1.5957419875340584,0.0,tensor(41.8510),0.6806033042830987,tensor(76.4900)
49,1.5964807586792187,0.0,tensor(41.9415),0.6698486066243431,tensor(78.4700)
