epoch,train loss,reg loss,train acc,test loss,test acc
0,2.0143309238629463,0.0,tensor(27.6661),1.5909473730756476,tensor(42.7900)
1,1.7380337446163863,0.0,tensor(40.9730),1.282098628349371,tensor(55.8300)
2,1.5847316231483068,0.0,tensor(48.1496),1.0683070484164718,tensor(66.0200)
3,1.441105710237454,0.0,tensor(54.5520),0.9636580011806449,tensor(68.2700)
4,1.4100362384930636,0.0,tensor(55.8635),0.8129311523906462,tensor(74.3700)
5,1.3355941154253788,0.0,tensor(58.6346),0.772248869543677,tensor(77.9300)
6,1.278787194307034,0.0,tensor(61.0991),0.7520655798124479,tensor(79.7200)
7,1.2631255756586026,0.0,tensor(61.2499),0.7236517003706625,tensor(77.8700)
8,1.268904415766398,0.0,tensor(61.0276),0.62784909553177,tensor(82.3100)
9,1.2294404649581665,0.0,tensor(62.7129),0.6442754327415585,tensor(82.2300)
10,1.2042811480088111,0.0,tensor(63.6258),0.6281990267343827,tensor(82.3400)
11,1.1981177885562946,0.0,tensor(64.0748),0.5679430774561278,tensor(85.1100)
12,1.190199280090821,0.0,tensor(63.8267),0.5367338703171508,tensor(86.3600)
13,1.1541085994396454,0.0,tensor(65.4392),0.5305021074828921,tensor(86.5400)
14,1.17614333430926,0.0,tensor(64.5009),0.5664695749083558,tensor(86.4700)
15,1.1439830978711447,0.0,tensor(65.6300),0.5354421150696289,tensor(87.1100)
16,1.0960496388948882,0.0,tensor(67.7767),0.5266125752283884,tensor(86.2400)
17,1.1537623433730542,0.0,tensor(65.3720),0.5874694137124566,tensor(85.8600)
18,1.1044618348280588,0.0,tensor(66.8672),0.5224032369819848,tensor(86.5700)
19,1.0573275236747204,0.0,tensor(68.7474),0.47604285553470627,tensor(88.5900)
20,1.1092833061248828,0.0,tensor(66.3008),0.5413365437610967,tensor(86.6700)
21,1.0661527997026077,0.0,tensor(68.6322),0.49271415063628443,tensor(89.0700)
22,1.0920197535019653,0.0,tensor(67.0659),0.47328715507422126,tensor(86.9800)
23,1.085102273332767,0.0,tensor(67.4998),0.46337624708632447,tensor(89.1400)
24,1.0790453386612429,0.0,tensor(67.6308),0.47760886240291883,tensor(88.5300)
25,1.0809940322087361,0.0,tensor(67.5995),0.4392288569752518,tensor(89.2800)
26,1.0664924508486038,0.0,tensor(68.0537),0.44568504494530065,tensor(89.5700)
27,1.0450717255091055,0.0,tensor(68.8024),0.5248303021098281,tensor(85.8300)
28,1.0516380802561076,0.0,tensor(68.5980),0.47792962843830045,tensor(87.4300)
29,1.0554217407336601,0.0,tensor(68.7064),0.4135947051169994,tensor(90.3600)
30,1.0302297218487813,0.0,tensor(69.4647),0.45112505580510226,tensor(89.2400)
31,1.03978965790608,0.0,tensor(69.1361),0.4607869502570894,tensor(90.5500)
32,1.0397083264894975,0.0,tensor(68.6390),0.4381055041357084,tensor(89.9600)
33,0.9956297000249227,0.0,tensor(70.4953),0.4813567473365738,tensor(87.5800)
34,1.0336507559204713,0.0,tensor(69.3541),0.4063657000362575,tensor(90.0900)
35,1.0438384325840535,0.0,tensor(68.6189),0.4805092522660056,tensor(87.5900)
36,1.024428754242567,0.0,tensor(68.9480),0.4790238894082166,tensor(89.9400)
37,1.0278026293867673,0.0,tensor(69.1683),0.49137055785865996,tensor(90.)
38,1.0038100384366817,0.0,tensor(70.0121),0.41799484758644373,tensor(90.)
39,1.026806455774185,0.0,tensor(69.0600),0.4847081236921631,tensor(89.4300)
40,1.030989949328777,0.0,tensor(68.9194),0.4297906654076772,tensor(89.9100)
41,1.0342891867344195,0.0,tensor(68.9789),0.5005120129377635,tensor(86.7600)
42,1.0254969753898107,0.0,tensor(68.8438),0.43490496959473873,tensor(90.2400)
43,0.9940228082048588,0.0,tensor(70.3191),0.45160326312433136,tensor(90.3300)
44,1.0022231688102086,0.0,tensor(69.8907),0.4075900882303536,tensor(90.2900)
45,1.0080681332792991,0.0,tensor(69.7714),0.4661493854927229,tensor(89.8300)
46,1.0137582966150382,0.0,tensor(69.6352),0.47896843851805926,tensor(89.1100)
47,1.0215460404371604,0.0,tensor(69.2227),0.44644496845709786,tensor(90.4000)
48,1.0180066565672556,0.0,tensor(69.1234),0.4301755323901668,tensor(89.8600)
49,0.9868478248516719,0.0,tensor(70.2016),0.41956996881926023,tensor(91.0900)
