epoch,train loss,reg loss,train acc,test loss,test acc
0,2.0247007345541927,0.0,tensor(19.0689),1.6112147175275289,tensor(40.1900)
1,1.810117276203938,0.0,tensor(23.7905),1.4329197728956067,tensor(47.2700)
2,1.6088711500167847,0.0,tensor(27.6690),1.1620585223635633,tensor(58.3900)
3,1.525711539005622,0.0,tensor(29.1950),1.1671063806619253,tensor(59.3000)
4,1.4474752689019228,0.0,tensor(31.8891),0.9289865739889689,tensor(68.2600)
5,1.4033594837555519,0.0,tensor(31.6419),0.8629945947660936,tensor(72.4900)
6,1.3182367029098363,0.0,tensor(33.2033),1.0155457665433396,tensor(67.4600)
7,1.29195999113413,0.0,tensor(33.7805),1.1255007105188686,tensor(62.3700)
8,1.2770170068893678,0.0,tensor(34.5698),0.7706837244219966,tensor(75.4000)
9,1.2606318813868058,0.0,tensor(34.8159),0.7132557735697285,tensor(76.7500)
10,1.2639257662571393,0.0,tensor(35.5365),0.6391413979702167,tensor(78.4500)
11,1.2436798347876623,0.0,tensor(35.7524),0.7475254657688561,tensor(76.5400)
12,1.2783889943972613,0.0,tensor(34.4559),0.811497184458199,tensor(76.1600)
13,1.2467620924879343,0.0,tensor(36.0917),0.6711939235886296,tensor(78.8100)
14,1.1265725925564767,0.0,tensor(36.4265),0.5325766623214081,tensor(83.2800)
15,1.1743336628644894,0.0,tensor(36.8522),0.827943760428104,tensor(76.9900)
16,1.129880071335878,0.0,tensor(37.1313),0.5810301473832226,tensor(81.7900)
17,1.1712376414201198,0.0,tensor(36.9677),0.7319894854997372,tensor(76.0400)
18,1.1727939659204238,0.0,tensor(36.1855),0.768726407526969,tensor(76.3000)
19,1.1389340196282436,0.0,tensor(37.6475),0.5677772322678948,tensor(82.1500)
20,1.1028448530114614,0.0,tensor(37.8835),0.6773426821669778,tensor(78.5000)
21,1.1407534206524874,0.0,tensor(36.8774),0.47452236961450306,tensor(85.9700)
22,1.0373107380973987,0.0,tensor(38.1798),0.6308558857715404,tensor(81.6700)
23,1.1009001739132098,0.0,tensor(38.0777),0.5884657875076309,tensor(81.1500)
24,1.1268616620928813,0.0,tensor(37.3635),0.7020427370154941,tensor(78.3900)
25,1.100020163716414,0.0,tensor(37.9384),0.6056379604118841,tensor(82.3400)
26,1.2031107879984073,0.0,tensor(36.4767),0.7148221654964758,tensor(77.6000)
27,1.070346915301604,0.0,tensor(37.7998),0.665753595971011,tensor(81.6500)
28,1.1599230120961483,0.0,tensor(38.0774),0.6807599553952107,tensor(81.1600)
29,1.1367514149500773,0.0,tensor(38.7866),0.5375781366536329,tensor(84.6700)
30,1.0302367466764573,0.0,tensor(39.2473),0.6916978499881021,tensor(81.6200)
31,1.0593034855448282,0.0,tensor(38.8879),0.538524272145929,tensor(84.5900)
32,1.1529958764520976,0.0,tensor(38.4935),0.6063220019902553,tensor(84.0500)
33,1.0506452425741233,0.0,tensor(38.9329),0.6757049430926163,tensor(79.2400)
34,1.0411644705213032,0.0,tensor(39.1400),0.6328327370671419,tensor(81.1700)
35,1.0603702168816176,0.0,tensor(38.6578),0.696227214268378,tensor(78.3800)
36,1.0353979577238743,0.0,tensor(38.6913),0.4588282708678995,tensor(86.8900)
37,1.051623212488798,0.0,tensor(39.3099),0.6615605169797206,tensor(81.5600)
38,1.0768474304523223,0.0,tensor(38.8890),0.5695276600164216,tensor(84.9000)
39,1.0424585780463158,0.0,tensor(40.0209),0.44488067880228116,tensor(85.8900)
40,0.99925783305214,0.0,tensor(40.9245),0.6663237891427509,tensor(81.7200)
41,1.0186222072786246,0.0,tensor(39.1349),0.726016414431003,tensor(79.4300)
42,1.0882422189299876,0.0,tensor(38.2238),0.6195460180635447,tensor(80.7600)
43,1.0828879539592144,0.0,tensor(38.3917),0.531003534659609,tensor(85.2800)
44,1.0810597619949243,0.0,tensor(38.6845),0.812568671829827,tensor(73.8300)
45,0.9943101457105233,0.0,tensor(40.2549),0.6691616649652744,tensor(82.4600)
46,1.0175561311344306,0.0,tensor(39.0759),0.7965739335383739,tensor(76.9600)
47,1.0658705743650596,0.0,tensor(40.2571),0.8300550759315968,tensor(76.5300)
48,1.0702444206445645,0.0,tensor(38.5667),0.649481651213792,tensor(81.1600)
49,0.9937536884194765,0.0,tensor(39.7474),0.6258426692273404,tensor(84.0800)
