epoch,train loss,reg loss,train acc,test loss,test acc
0,2.517935675229782,0.0,tensor(4.4773),2.0424705381030672,tensor(23.7200)
1,2.1004734506973852,0.0,tensor(5.6462),1.8853204872037794,tensor(28.2600)
2,2.0336976149143315,0.0,tensor(6.3407),1.7982795063081805,tensor(33.0700)
3,1.9710654711112,0.0,tensor(7.0141),1.7398413851693109,tensor(35.2500)
4,1.9203488796185224,0.0,tensor(7.5143),1.5891412312800701,tensor(41.3200)
5,1.8650078749045347,0.0,tensor(8.0158),1.527589920762781,tensor(43.9000)
6,1.8045782135083126,0.0,tensor(8.0391),1.4218708637121085,tensor(48.5000)
7,1.7535642920396266,0.0,tensor(8.1763),1.3124201530450814,tensor(52.3000)
8,1.7036978321197704,0.0,tensor(8.3736),1.1635921851949051,tensor(58.8800)
9,1.6343645988366542,0.0,tensor(8.5905),1.2308340551288754,tensor(56.4000)
10,1.595369520248511,0.0,tensor(8.6591),1.0534645772582896,tensor(62.6300)
11,1.550828902843671,0.0,tensor(8.9239),1.039922799299787,tensor(63.6500)
12,1.5084256166066878,0.0,tensor(9.0942),0.923162734738222,tensor(68.0300)
13,1.4700328313387356,0.0,tensor(9.4314),0.9020893213910622,tensor(68.8900)
14,1.4310563215842613,0.0,tensor(9.4646),0.8116410528649917,tensor(72.3700)
15,1.40677920121413,0.0,tensor(9.7391),1.2266698826525781,tensor(60.1200)
16,1.3749440599710514,0.0,tensor(9.8758),0.665348143213325,tensor(77.7100)
17,1.336509256485181,0.0,tensor(10.0616),0.67558424789328,tensor(77.4800)
18,1.3199912471648974,0.0,tensor(10.3433),0.662905310792429,tensor(77.7200)
19,1.309177978680684,0.0,tensor(10.4980),0.6230075047039114,tensor(79.1200)
20,1.2832617038335556,0.0,tensor(10.6056),0.6026935883619644,tensor(79.7500)
21,1.2594123056301705,0.0,tensor(10.7862),0.6203273872288319,tensor(79.0300)
22,1.239416884153317,0.0,tensor(10.9379),0.6176079480244113,tensor(79.8700)
23,1.230970528186896,0.0,tensor(11.1486),0.4937592661371818,tensor(83.9100)
24,1.2179457968626266,0.0,tensor(11.2040),0.5191120741006968,tensor(83.1800)
25,1.2047727291400616,0.0,tensor(11.1734),0.48642015256159177,tensor(84.0800)
26,1.1816694690630987,0.0,tensor(11.3236),0.5656047097152775,tensor(81.3300)
27,1.1763338197500277,0.0,tensor(11.4004),0.4855919545432469,tensor(84.2200)
28,1.1710087906091642,0.0,tensor(11.4050),0.461411220574373,tensor(85.6500)
29,1.1629684578149746,0.0,tensor(11.5482),0.44481510997333146,tensor(85.3200)
30,1.1462448506783216,0.0,tensor(11.6650),0.46757875254994874,tensor(84.2300)
31,1.1340353716642428,0.0,tensor(11.6833),0.44110288086521615,tensor(85.2400)
32,1.1319002932462936,0.0,tensor(11.8794),0.4024768618920872,tensor(86.8800)
33,1.128204421355174,0.0,tensor(11.7660),0.4248860687841554,tensor(86.0600)
34,1.1186881085236868,0.0,tensor(11.7922),0.38944091125987135,tensor(87.3500)
35,1.1150466828774184,0.0,tensor(11.9744),0.39326394174445617,tensor(87.3200)
36,1.1012739500938318,0.0,tensor(12.2242),0.39804172698031737,tensor(87.5900)
37,1.0855845897625653,0.0,tensor(12.0745),0.4316117335949932,tensor(86.6200)
38,1.076564692075436,0.0,tensor(12.2372),0.36745917633104996,tensor(88.2100)
39,1.0830812431298769,0.0,tensor(12.3541),0.3919647998410511,tensor(87.6700)
40,1.0775898658312284,0.0,tensor(12.3452),0.37999177242706605,tensor(88.1300)
41,1.067814110334103,0.0,tensor(12.2384),0.44056911442663754,tensor(86.2600)
42,1.06042374983812,0.0,tensor(12.3626),0.3699771612323261,tensor(88.4500)
43,1.0489062731082623,0.0,tensor(12.3497),0.37994231006598567,tensor(88.1300)
44,1.0544346737555967,0.0,tensor(12.4909),0.36985783526269317,tensor(88.1500)
45,1.052070752932475,0.0,tensor(12.4611),0.3786763022071099,tensor(88.2700)
46,1.0505875127437787,0.0,tensor(12.7009),0.3492223688767658,tensor(89.1400)
47,1.0390543552545402,0.0,tensor(12.5644),0.3521536337799049,tensor(89.1700)
48,1.0355608293643364,0.0,tensor(12.6645),0.3325037553000289,tensor(89.5900)
49,1.026497006110656,0.0,tensor(12.5757),0.3250600397922434,tensor(89.9300)
